StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q4,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,ID,sourcefile,gender,age,Message,string,V,U,index_U,i.x,j.x,yhat.x,i.y,j.y,yhat.y,i.x.x,j.x.x,yhat.x.x,i.y.y,j.y.y,yhat.y.y,i.x.x.x,j.x.x.x,yhat.x.x.x,i.y.y.y,j.y.y.y,yhat.y.y.y,i.x.x.x.x,j.x.x.x.x,yhat.x.x.x.x,i.y.y.y.y,j.y.y.y.y,yhat.y.y.y.y,i.x.x.x.x.x,j.x.x.x.x.x,yhat.x.x.x.x.x,i.y.y.y.y.y,j.y.y.y.y.y,yhat.y.y.y.y.y,i.x.x.x.x.x.x,j.x.x.x.x.x.x,yhat.x.x.x.x.x.x,i.y.y.y.y.y.y,j.y.y.y.y.y.y,yhat.y.y.y.y.y.y,i.x.x.x.x.x.x.x,j.x.x.x.x.x.x.x,yhat.x.x.x.x.x.x.x,i.y.y.y.y.y.y.y,j.y.y.y.y.y.y.y,yhat.y.y.y.y.y.y.y,i,j,yhat,Y
2020-08-31 06:34:25,2020-08-31 06:38:00,0,100,214,1,2020-08-31 06:38:00,R_1DDe979aF9Duz72,anonymous,EN,1,1,0,0,34.977,0,1,4,4,4,4,3,3,4,3,4,4,4,4,1,42,"F-OLD-R_September+1,+2020_03.09.csv",F,OLD,NA,woman over 50 years old,2,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,0.6094684294156087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
2020-08-31 07:08:01,2020-08-31 07:10:32,0,100,151,1,2020-08-31 07:10:32,R_10SDoo0I3Xz3hyG,anonymous,EN,1,1,0,0,52.592,0,1,3,3,2,2,2,3,2,2,3,3,4,3,3,43,"F-OLD-R_September+1,+2020_03.09.csv",F,OLD,NA,woman over 50 years old,2,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,0.6094684294156087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2020-08-31 09:13:02,2020-08-31 09:16:21,0,100,199,1,2020-08-31 09:16:21,R_31FXHeTmaDkhgw4,anonymous,EN,1,1,0,0,67.06,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,44,"F-OLD-R_September+1,+2020_03.09.csv",F,OLD,NA,woman over 50 years old,2,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,0.6094684294156087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
2020-09-12 05:33:14,2020-09-12 05:39:26,0,100,371,1,2020-09-12 05:39:26,R_3MFPUa9yViva26M,anonymous,EN,1,1,0,0,57.131,0,1,2,3,3,2,0,0,3,3,3,3,4,3,0,45,"F-OLD-R_September+13,+2020_03.13.csv",F,OLD,NA,woman over 50 years old,2,2,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0.7286150625607567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
2020-09-12 06:26:04,2020-09-12 06:28:28,0,100,144,1,2020-09-12 06:28:29,R_RKSJg8NIx1ThOzD,anonymous,EN,1,1,0,0,62.19,0,1,4,3,4,3,2,4,4,3,2,4,4,3,4,46,"F-OLD-R_September+13,+2020_03.13.csv",F,OLD,NA,woman over 50 years old,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.7286150625607567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
2020-09-12 07:10:43,2020-09-12 07:15:08,0,100,264,1,2020-09-12 07:15:09,R_ez0EXsdBRnFg7Pb,anonymous,EN,1,1,0,0,77.854,0,1,2,3,2,1,0,2,3,1,1,2,2,3,1,47,"F-OLD-R_September+13,+2020_03.13.csv",F,OLD,NA,woman over 50 years old,2,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0.7286150625607567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2020-09-12 08:01:08,2020-09-12 08:05:00,0,100,231,1,2020-09-12 08:05:00,R_3KOALYM3VxU99oB,anonymous,EN,1,1,9.237,20.46,60.877,3,1,3,3,1,3,2,2,4,3,3,2,3,3,3,48,"F-OLD-R_September+13,+2020_03.13.csv",F,OLD,NA,woman over 50 years old,2,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0.7286150625607567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2020-09-14 09:08:47,2020-09-14 09:11:00,0,100,133,1,2020-09-14 09:11:01,R_O2yjUzQxv5tveMx,anonymous,EN,1,1,0,0,31.864,0,1,3,3,3,3,2,2,4,3,3,2,4,4,4,49,"F-OLD-R_September+15,+2020_04.54.csv",F,OLD,NA,woman over 50 years old,2,3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0.5946568284044087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2020-09-14 10:02:08,2020-09-14 10:05:52,0,100,223,1,2020-09-14 10:05:52,R_2comFYMhQRcpifD,anonymous,EN,1,1,32.299,34.251,42.15,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,50,"F-OLD-R_September+15,+2020_04.54.csv",F,OLD,NA,woman over 50 years old,2,3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,0.5946568284044087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-09-14 10:45:56,2020-09-14 10:49:25,0,100,209,1,2020-09-14 10:49:26,R_3O3ogBtQVv48Qw1,anonymous,EN,1,1,0,0,54.462,0,1,3,3,3,3,3,2,4,3,3,3,1,3,2,51,"F-OLD-R_September+15,+2020_04.54.csv",F,OLD,NA,woman over 50 years old,2,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,0.5946568284044087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2020-09-14 11:44:35,2020-09-14 11:47:35,0,100,179,1,2020-09-14 11:47:35,R_1pmTZKjEyjz3I1S,anonymous,EN,1,1,0,0,36.157,0,1,0,0,0,0,1,0,0,2,0,1,0,0,2,52,"F-OLD-R_September+15,+2020_04.54.csv",F,OLD,NA,woman over 50 years old,2,3,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,0.5946568284044087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2020-09-16 06:21:35,2020-09-16 06:24:11,0,100,156,1,2020-09-16 06:24:11,R_XZgeiQYyGGAEksp,anonymous,EN,1,1,0,0,45.064,0,1,3,2,2,3,1,1,3,3,3,3,4,3,3,53,"F-OLD-R_September+16,+2020_13.09.csv",F,OLD,NA,woman over 50 years old,2,4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,0.7229005265908083,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2020-09-16 06:59:15,2020-09-16 07:01:33,0,100,137,1,2020-09-16 07:01:33,R_W9uNg40lADs7rbP,anonymous,EN,1,1,0,0,62.034,0,1,2,2,2,1,1,2,3,3,3,1,4,4,2,54,"F-OLD-R_September+16,+2020_13.09.csv",F,OLD,NA,woman over 50 years old,2,4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,0.7229005265908083,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2020-09-16 07:37:36,2020-09-16 07:41:04,0,100,208,1,2020-09-16 07:41:04,R_2QXrYr74SOY4aNI,anonymous,EN,1,1,2.337,42.905,43.6,4,1,3,3,3,3,3,3,3,3,2,3,3,3,3,55,"F-OLD-R_September+16,+2020_13.09.csv",F,OLD,NA,woman over 50 years old,2,4,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,0.7229005265908083,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2020-09-16 10:37:18,2020-09-16 10:38:57,0,100,99,1,2020-09-16 10:38:58,R_vBMPFSYLwJtfgch,anonymous,EN,1,1,0,0,31.258,0,1,2,3,3,2,2,2,4,4,2,3,4,4,0,56,"F-OLD-R_September+16,+2020_13.09.csv",F,OLD,NA,woman over 50 years old,2,4,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,0.7229005265908083,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2020-09-17 03:50:39,2020-09-17 03:55:28,0,100,289,1,2020-09-17 03:55:29,R_2CdoQybDn0ykRt4,anonymous,EN,1,1,6.932,72.559,80.17,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,57,"F-OLD-R_September+18,+2020_11.20.csv",F,OLD,NA,woman over 50 years old,2,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,0.6610052659042359,NA,NA,NA,NA,NA,NA,39
2020-09-17 05:26:10,2020-09-17 05:29:30,0,100,200,1,2020-09-17 05:29:30,R_2ClHI2l7wWkKy66,anonymous,EN,1,1,0,0,92.522,0,1,1,2,1,1,1,1,2,2,2,3,4,1,2,58,"F-OLD-R_September+18,+2020_11.20.csv",F,OLD,NA,woman over 50 years old,2,2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,0.6610052659042359,NA,NA,NA,NA,NA,NA,23
2020-09-17 06:20:50,2020-09-17 06:25:10,0,100,260,1,2020-09-17 06:25:10,R_xtnGUpmUpR4JWNP,anonymous,EN,1,1,0,0,80.967,0,1,1,3,2,3,1,1,3,3,2,1,3,3,3,59,"F-OLD-R_September+18,+2020_11.20.csv",F,OLD,NA,woman over 50 years old,2,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0.6610052659042359,NA,NA,NA,NA,NA,NA,29
2020-09-17 07:12:40,2020-09-17 07:21:43,0,100,542,1,2020-09-17 07:21:43,R_21aA4EhuQJVRXGB,anonymous,EN,1,1,0,0,58.29,0,1,2,3,3,3,2,2,4,3,3,3,4,4,1,60,"F-OLD-R_September+18,+2020_11.20.csv",F,OLD,NA,woman over 50 years old,2,2,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,0.6610052659042359,NA,NA,NA,NA,NA,NA,37
2020-09-21 04:29:05,2020-09-21 04:33:19,0,100,253,1,2020-09-21 04:33:19,R_2Sjnd8yTFU7hOSP,anonymous,EN,1,1,0,0,73.981,0,1,3,3,3,3,3,3,3,3,2,3,3,3,1,61,"F-OLD-R_September+21,+2020_08.06.csv",F,OLD,NA,woman over 50 years old,2,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0.6886713086675401,NA,NA,NA,36
2020-09-21 05:28:19,2020-09-21 05:31:32,0,100,192,1,2020-09-21 05:31:32,R_3pmd8pf9McKozUo,anonymous,EN,1,1,4.05,4.957,102.997,2,1,1,0,0,0,2,2,1,3,0,0,3,2,2,62,"F-OLD-R_September+21,+2020_08.06.csv",F,OLD,NA,woman over 50 years old,2,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.6886713086675401,NA,NA,NA,16
2020-09-21 05:56:56,2020-09-21 05:59:25,0,100,148,1,2020-09-21 05:59:25,R_1eCSdI6RKUT05zJ,anonymous,EN,1,1,0,0,39.943,0,1,3,2,2,1,3,3,2,3,3,1,4,3,3,63,"F-OLD-R_September+21,+2020_08.06.csv",F,OLD,NA,woman over 50 years old,2,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,0.6886713086675401,NA,NA,NA,33
2020-09-21 06:44:08,2020-09-21 06:47:18,0,100,190,1,2020-09-21 06:47:18,R_2fJvIdx2YiSq0Jd,anonymous,EN,1,1,0,0,62.489,0,1,3,3,2,2,3,2,3,3,3,2,4,4,3,64,"F-OLD-R_September+21,+2020_08.06.csv",F,OLD,NA,woman over 50 years old,2,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,0.6886713086675401,NA,NA,NA,37
2020-09-29 15:12:26,2020-09-29 15:15:37,0,100,190,1,2020-09-29 15:15:37,R_31c1lmsxneZXib3,anonymous,EN,1,1,0,0,67.545,0,1,2,3,1,1,2,2,2,2,1,1,4,3,1,65,"F-OLD-R_September+30,+2020_02.19.csv",F,OLD,NA,woman over 50 years old,2,2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,0.6851857849023435,25
2020-09-29 16:51:09,2020-09-29 16:53:46,0,100,156,1,2020-09-29 16:53:46,R_AAv9IfcewPy67It,anonymous,EN,1,1,25.465,25.465,42.018,1,1,1,3,2,2,2,2,3,3,2,4,4,3,2,66,"F-OLD-R_September+30,+2020_02.19.csv",F,OLD,NA,woman over 50 years old,2,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,0.6851857849023435,33
2020-09-29 18:26:04,2020-09-29 18:29:31,0,100,206,1,2020-09-29 18:29:31,R_1IAGdM7eusRNm2Q,anonymous,EN,1,1,23.273,23.273,52.137,1,1,3,3,3,3,3,3,3,3,3,3,4,3,3,67,"F-OLD-R_September+30,+2020_02.19.csv",F,OLD,NA,woman over 50 years old,2,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,0.6851857849023435,40
2020-09-29 19:18:06,2020-09-29 19:22:28,0,100,262,1,2020-09-29 19:22:29,R_0w7fZu9Gs6DMBUt,anonymous,EN,1,1,3.163,38.58,72.987,4,1,1,4,1,0,0,0,3,1,1,0,4,2,0,68,"F-OLD-R_September+30,+2020_02.19.csv",F,OLD,NA,woman over 50 years old,2,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,0.6851857849023435,17
2020-08-13 03:00:25,2020-08-13 03:02:21,0,100,115,1,2020-08-13 03:02:21,R_2c5i5H3Fevahaqw,anonymous,EN,1,1,3.483,29.534,44.834,3,1,4,3,3,3,3,3,4,4,4,2,4,4,4,1,"F-YOUNG-R_August+13,+2020_08.24.csv",F,YOUNG,NA,woman under 30 years old,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
2020-08-13 03:46:46,2020-08-13 03:49:18,0,100,151,1,2020-08-13 03:49:18,R_1mkCrKFuLrWNbjX,anonymous,EN,1,1,0,0,41.752,0,1,3,3,3,3,2,3,3,3,3,1,3,3,3,2,"F-YOUNG-R_August+13,+2020_08.24.csv",F,YOUNG,NA,woman under 30 years old,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2020-08-13 05:45:18,2020-08-13 05:48:46,0,100,207,1,2020-08-13 05:48:46,R_2Y4dBSGZdVxLw83,anonymous,EN,1,1,0,0,33.501,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1,3,"F-YOUNG-R_August+13,+2020_08.24.csv",F,YOUNG,NA,woman under 30 years old,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2020-08-13 06:10:28,2020-08-13 06:12:57,0,100,148,1,2020-08-13 06:12:57,R_D9a6eLHcOuAPXgZ,anonymous,EN,1,1,0,0,67.249,0,1,2,4,3,1,1,1,4,3,1,3,3,3,3,4,"F-YOUNG-R_August+13,+2020_08.24.csv",F,YOUNG,NA,woman under 30 years old,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
2020-08-14 07:05:45,2020-08-14 07:07:41,0,100,116,1,2020-08-14 07:07:41,R_AEtRPVOziFBzT69,anonymous,EN,1,1,9.106,11.007,53.142,2,1,2,4,2,1,4,4,4,4,4,4,4,4,4,5,"F-YOUNG-R_August+14,+2020_12.02.csv",F,YOUNG,NA,woman under 30 years old,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
2020-08-14 07:45:23,2020-08-14 07:48:50,0,100,206,1,2020-08-14 07:48:51,R_3dYT49Y9QrTWWZA,anonymous,EN,1,1,0,0,31.353,0,1,3,3,3,3,3,1,2,1,2,1,4,2,1,6,"F-YOUNG-R_August+14,+2020_12.02.csv",F,YOUNG,NA,woman under 30 years old,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
2020-08-14 08:29:04,2020-08-14 08:40:25,0,100,680,1,2020-08-14 08:40:25,R_ST8Fvyxa6wybH69,anonymous,EN,1,1,0,0,53.462,0,1,3,4,3,3,2,2,4,4,3,1,4,4,3,7,"F-YOUNG-R_August+14,+2020_12.02.csv",F,YOUNG,NA,woman under 30 years old,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
2020-08-14 09:16:48,2020-08-14 09:19:39,0,100,170,1,2020-08-14 09:19:39,R_3JezwEF8EkaexQo,anonymous,EN,1,1,0,0,55.585,0,1,1,1,1,0,0,2,0,1,0,0,4,0,0,8,"F-YOUNG-R_August+14,+2020_12.02.csv",F,YOUNG,NA,woman under 30 years old,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2020-08-16 04:08:40,2020-08-16 04:16:22,0,100,462,1,2020-08-16 04:16:22,R_1SMpCxTnNoKvEBP,anonymous,EN,1,1,0,0,183.629,0,1,3,2,3,3,3,3,3,3,3,2,2,3,1,9,"F-YOUNG-R_August+16,+2020_08.58.csv",F,YOUNG,NA,woman under 30 years old,1,4,10,8,1,0.6361990390732287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2020-08-16 05:29:04,2020-08-16 05:30:15,0,100,70,1,2020-08-16 05:30:15,R_9XHFPr5334SQMdb,anonymous,EN,1,1,0,0,31.627,0,0,3,4,3,2,3,3,0,1,3,2,1,2,1,10,"F-YOUNG-R_August+16,+2020_08.58.csv",F,YOUNG,NA,woman under 30 years old,1,4,11,12,5,0.6361990390732287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2020-08-16 06:37:31,2020-08-16 06:40:16,0,100,165,1,2020-08-16 06:40:16,R_1dMqoG44xY7dDPL,anonymous,EN,1,1,0,0,58.6,0,1,3,2,3,3,1,2,3,3,2,1,3,3,3,11,"F-YOUNG-R_August+16,+2020_08.58.csv",F,YOUNG,NA,woman under 30 years old,1,4,12,16,9,0.6361990390732287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
2020-08-16 07:00:10,2020-08-16 07:03:14,0,100,184,1,2020-08-16 07:03:14,R_ZDmOkQ2S4qe0pqx,anonymous,EN,1,1,4.224,5.076,48.286,2,1,3,3,3,3,2,2,3,3,3,3,3,3,3,12,"F-YOUNG-R_August+16,+2020_08.58.csv",F,YOUNG,NA,woman under 30 years old,1,4,9,4,13,0.6361990390732287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2020-08-17 11:28:48,2020-08-17 11:39:51,0,100,662,1,2020-08-17 11:39:51,R_216fPFpKSKZBN0b,anonymous,EN,1,1,0,0,343.035,0,1,1,2,1,1,0,1,3,2,1,2,3,2,1,13,"F-YOUNG-R_August+18,+2020_01.50.csv",F,YOUNG,NA,woman under 30 years old,1,1,16,NA,NA,NA,13,1,0.6550351644816916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2020-08-17 12:18:04,2020-08-17 12:30:01,0,100,716,1,2020-08-17 12:30:01,R_2SrGLi1N611oOng,anonymous,EN,1,1,0,0,64,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,14,"F-YOUNG-R_August+18,+2020_01.50.csv",F,YOUNG,NA,woman under 30 years old,1,1,13,NA,NA,NA,1,5,0.6550351644816916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
2020-08-17 13:06:49,2020-08-17 13:08:43,0,100,114,1,2020-08-17 13:08:43,R_2Wvas1CjL604byZ,anonymous,EN,1,1,0,0,31.528,0,1,2,2,1,1,1,2,2,1,2,2,3,1,1,15,"F-YOUNG-R_August+18,+2020_01.50.csv",F,YOUNG,NA,woman under 30 years old,1,1,14,NA,NA,NA,5,9,0.6550351644816916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2020-08-17 13:55:59,2020-08-17 14:13:03,0,100,1023,1,2020-08-17 14:13:03,R_ZIAvwJA0cwfVLY5,anonymous,EN,1,1,0,0,30.796,0,1,3,2,2,2,2,2,3,3,3,3,4,4,3,16,"F-YOUNG-R_August+18,+2020_01.50.csv",F,YOUNG,NA,woman under 30 years old,1,1,15,NA,NA,NA,9,13,0.6550351644816916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
