StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3,Q4,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,ID,sourcefile,gender,age,Message,string,V,U,index_U,i.x,j.x,yhat.x,i.y,j.y,yhat.y,i.x.x,j.x.x,yhat.x.x,i.y.y,j.y.y,yhat.y.y,Y
2020-08-20 06:47:53,2020-08-20 06:51:14,0,100,200,1,2020-08-20 06:51:14,R_1118vJ0STZuBCGz,anonymous,EN,1,1,0,0,52.524,0,1,2,4,2,0,0,2,4,4,2,3,4,4,0,18,"M-OLD-R_August+20,+2020_11.38.csv",M,OLD,NA,man over 50 years old,4,3,20,NA,NA,NA,NA,NA,NA,15,8,0.5552835035613657,NA,NA,NA,31
2020-08-20 07:33:47,2020-08-20 07:35:48,0,100,120,1,2020-08-20 07:35:48,R_AmQKWXZIabwIV7r,anonymous,EN,1,1,0,0,31.632,0,1,4,4,0,3,4,4,4,4,4,4,4,4,4,19,"M-OLD-R_August+20,+2020_11.38.csv",M,OLD,NA,man over 50 years old,4,3,19,NA,NA,NA,NA,NA,NA,11,12,0.5552835035613657,NA,NA,NA,47
2020-08-20 08:32:35,2020-08-20 08:37:24,0,100,289,1,2020-08-20 08:37:24,R_1P1KKeFm6Xc0tkM,anonymous,EN,1,1,2.869,100.079,101.349,5,1,3,3,3,3,3,3,4,3,4,4,4,3,4,20,"M-OLD-R_August+20,+2020_11.38.csv",M,OLD,NA,man over 50 years old,4,3,18,NA,NA,NA,NA,NA,NA,7,16,0.5552835035613657,NA,NA,NA,44
2020-08-21 02:00:11,2020-08-21 02:02:51,0,100,160,1,2020-08-21 02:02:52,R_ewISttWyPAYVDaN,anonymous,EN,1,1,0,0,53.81,0,1,3,3,3,3,3,3,4,4,4,4,4,4,3,21,"M-OLD-R_August+21,+2020_09.59.csv",M,OLD,NA,man over 50 years old,4,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,0.6142708936227431,45
2020-08-21 02:57:30,2020-08-21 03:01:36,0,100,246,1,2020-08-21 03:01:37,R_24H0ze1ovpy62Fo,anonymous,EN,1,1,0,0,64.422,0,1,3,3,3,3,1,3,3,3,3,3,4,3,2,22,"M-OLD-R_August+21,+2020_09.59.csv",M,OLD,NA,man over 50 years old,4,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0.6142708936227431,37
2020-08-21 03:34:08,2020-08-21 03:37:09,0,100,181,1,2020-08-21 03:37:10,R_3lRlajNbYEpoOPZ,anonymous,EN,1,1,0,0,51.319,0,1,2,4,4,3,2,2,4,3,3,4,4,4,1,23,"M-OLD-R_August+21,+2020_09.59.csv",M,OLD,NA,man over 50 years old,4,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,0.6142708936227431,40
2020-08-21 04:22:57,2020-08-21 04:27:28,0,100,270,1,2020-08-21 04:27:28,R_r6nEswEGR3cCiA1,anonymous,EN,1,1,0,0,114.6,0,1,3,3,3,2,1,1,3,3,3,3,4,4,3,24,"M-OLD-R_August+21,+2020_09.59.csv",M,OLD,NA,man over 50 years old,4,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,0.6142708936227431,36
2020-08-13 03:53:04,2020-08-13 03:54:18,0,100,74,1,2020-08-13 03:54:19,R_1jIeyNefATwSQui,anonymous,EN,1,1,1.371,35.172,35.962,5,1,3,3,3,3,3,3,0,0,1,2,1,2,2,1,"M-YOUNG-R_August+13,+2020_08.25.csv",M,YOUNG,"<object width=""300"" height=""300"" type=""text/plain"" data=""https://raw.githubusercontent.com/maxkasy/Adaptive_matching_messages/master/Pipeline/Qualtrics_input/F-IN-2/1_msg.txt"" border=""0"" >
</object>",man under 30 years old,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2020-08-13 04:01:43,2020-08-13 04:03:35,0,100,111,1,2020-08-13 04:03:35,R_agam4o5FfLPhiSd,anonymous,EN,1,1,25.897,34.565,35.7,4,1,4,4,3,3,3,3,3,3,3,3,4,3,2,2,"M-YOUNG-R_August+13,+2020_08.25.csv",M,YOUNG,"<object width=""300"" height=""300"" type=""text/plain"" data=""https://raw.githubusercontent.com/maxkasy/Adaptive_matching_messages/master/Pipeline/Qualtrics_input/F-IN-2/2_msg.txt"" border=""0"" >
</object>",man under 30 years old,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
2020-08-13 04:54:27,2020-08-13 04:56:24,0,100,116,1,2020-08-13 04:56:24,R_3dJKwhNnen8wleF,anonymous,EN,1,1,0,0,57.363,0,1,0,1,0,0,0,0,1,1,0,1,1,0,2,3,"M-YOUNG-R_August+13,+2020_08.25.csv",M,YOUNG,"<object width=""300"" height=""300"" type=""text/plain"" data=""https://raw.githubusercontent.com/maxkasy/Adaptive_matching_messages/master/Pipeline/Qualtrics_input/F-IN-2/3_msg.txt"" border=""0"" >
</object>",man under 30 years old,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2020-08-13 06:21:40,2020-08-13 06:24:11,0,100,150,1,2020-08-13 06:24:11,R_1ONv7mDhxUrmmiC,anonymous,EN,1,1,0,0,42.1,0,1,3,2,3,2,2,3,3,2,3,2,3,3,3,4,"M-YOUNG-R_August+13,+2020_08.25.csv",M,YOUNG,"<object width=""300"" height=""300"" type=""text/plain"" data=""https://raw.githubusercontent.com/maxkasy/Adaptive_matching_messages/master/Pipeline/Qualtrics_input/F-IN-2/4_msg.txt"" border=""0"" >
</object>",man under 30 years old,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2020-08-14 06:53:49,2020-08-14 06:56:46,0,100,176,1,2020-08-14 06:56:46,R_2flp4o4ayvQeIDg,anonymous,EN,1,1,0,0,36.831,0,1,3,3,2,3,2,3,3,3,3,1,3,3,3,5,"M-YOUNG-R_August+14,+2020_12.02.csv",M,YOUNG,NA,man under 30 years old,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2020-08-14 07:41:27,2020-08-14 07:44:50,0,100,203,1,2020-08-14 07:44:51,R_1q8RxCP0GlAFujQ,anonymous,EN,1,1,0,0,75.69,0,1,3,4,3,4,1,2,3,1,2,3,4,3,1,6,"M-YOUNG-R_August+14,+2020_12.02.csv",M,YOUNG,NA,man under 30 years old,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2020-08-14 08:29:27,2020-08-14 08:33:39,0,100,252,1,2020-08-14 08:33:40,R_8BLDr7xmmeYnSAp,anonymous,EN,1,1,0,0,52.862,0,1,4,4,3,3,2,3,4,3,4,2,4,4,3,7,"M-YOUNG-R_August+14,+2020_12.02.csv",M,YOUNG,NA,man under 30 years old,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
2020-08-14 10:06:10,2020-08-14 10:09:20,0,100,190,1,2020-08-14 10:09:21,R_UnHR844NLVAkha1,anonymous,EN,1,1,0,0,70.375,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,8,"M-YOUNG-R_August+14,+2020_12.02.csv",M,YOUNG,NA,man under 30 years old,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-16 05:32:36,2020-08-16 05:34:14,0,100,97,1,2020-08-16 05:34:14,R_31R7hHRNclZv0ZZ,anonymous,EN,1,1,2.196,36.883,37.467,7,1,2,2,3,1,4,4,4,2,4,4,3,3,3,9,"M-YOUNG-R_August+16,+2020_08.57.csv",M,YOUNG,NA,man under 30 years old,3,2,12,14,3,0.6071231818248211,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-16 06:21:03,2020-08-16 06:25:58,0,100,294,1,2020-08-16 06:25:58,R_22lx5IoZqSh1EwQ,anonymous,EN,1,1,0,0,51.868,0,1,3,3,2,1,2,1,3,1,3,1,4,3,4,10,"M-YOUNG-R_August+16,+2020_08.57.csv",M,YOUNG,NA,man under 30 years old,3,2,10,6,7,0.6071231818248211,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
2020-08-16 07:01:14,2020-08-16 07:05:12,0,100,238,1,2020-08-16 07:05:13,R_1jq5GEPCdcOu2B7,anonymous,EN,1,1,43.757,45.461,56.44,4,1,3,4,3,2,3,3,0,3,3,3,4,1,3,11,"M-YOUNG-R_August+16,+2020_08.57.csv",M,YOUNG,NA,man under 30 years old,3,2,9,2,11,0.6071231818248211,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
2020-08-16 07:47:46,2020-08-16 07:50:35,0,100,169,1,2020-08-16 07:50:36,R_1rHzmttYnTltJkW,anonymous,EN,1,1,0,0,57.316,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,12,"M-YOUNG-R_August+16,+2020_08.57.csv",M,YOUNG,NA,man under 30 years old,3,2,11,10,15,0.6071231818248211,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2020-08-17 11:19:44,2020-08-17 11:24:52,0,100,308,1,2020-08-17 11:24:53,R_1M675XxvRLDbxno,anonymous,EN,1,1,0,0,56.827,0,1,0,1,0,0,0,0,2,1,1,2,4,1,0,13,"M-YOUNG-R_August+18,+2020_01.51.csv",M,YOUNG,NA,man under 30 years old,3,3,14,NA,NA,NA,7,3,0.6820761581171737,NA,NA,NA,NA,NA,NA,12
2020-08-17 13:30:22,2020-08-17 13:35:01,0,100,278,1,2020-08-17 13:35:01,R_1z9pYkRiBTaWXq9,anonymous,EN,1,1,0,0,129.365,0,1,4,4,4,4,4,2,4,4,4,4,4,4,4,14,"M-YOUNG-R_August+18,+2020_01.51.csv",M,YOUNG,NA,man under 30 years old,3,3,13,NA,NA,NA,3,7,0.6820761581171737,NA,NA,NA,NA,NA,NA,50
2020-08-17 13:47:22,2020-08-17 13:49:40,0,100,137,1,2020-08-17 13:49:41,R_1rNdFaurnNnlmlj,anonymous,EN,1,1,3.212,31.523,34.071,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,15,"M-YOUNG-R_August+18,+2020_01.51.csv",M,YOUNG,NA,man under 30 years old,3,3,15,NA,NA,NA,11,11,0.6820761581171737,NA,NA,NA,NA,NA,NA,2
2020-08-17 14:34:05,2020-08-17 14:35:53,0,100,108,1,2020-08-17 14:35:53,R_2Pkc9CiIXRvblEg,anonymous,EN,1,1,0,0,33.276,0,1,3,4,4,3,4,3,3,4,2,4,4,4,4,16,"M-YOUNG-R_August+18,+2020_01.51.csv",M,YOUNG,NA,man under 30 years old,3,3,16,NA,NA,NA,15,15,0.6820761581171737,NA,NA,NA,NA,NA,NA,46
2020-08-20 05:59:24,2020-08-20 06:04:11,0,100,286,1,2020-08-20 06:04:11,R_1IRBfTXU5U0MeLj,anonymous,EN,1,1,0,0,73.239,0,1,4,4,3,4,3,4,4,3,3,3,4,4,3,17,"M-YOUNG-R_August+20,+2020_11.38.csv",M,YOUNG,NA,man under 30 years old,3,1,18,NA,NA,NA,NA,NA,NA,5,3,0.6087241399380345,NA,NA,NA,46
2020-08-20 06:46:03,2020-08-20 06:53:30,0,100,447,1,2020-08-20 06:53:30,R_CazhQxoyAJw5Wyl,anonymous,EN,1,1,4.704,5.913,140.104,2,1,4,3,3,3,3,3,3,1,2,3,3,3,2,18,"M-YOUNG-R_August+20,+2020_11.38.csv",M,YOUNG,NA,man under 30 years old,3,1,17,NA,NA,NA,NA,NA,NA,1,7,0.6087241399380345,NA,NA,NA,36
2020-08-20 07:34:13,2020-08-20 07:36:17,0,100,124,1,2020-08-20 07:36:17,R_6QBj8NcdIgf1weB,anonymous,EN,1,1,3.253,22.563,33.717,3,1,3,4,3,3,4,4,4,4,1,4,3,1,4,19,"M-YOUNG-R_August+20,+2020_11.38.csv",M,YOUNG,NA,man under 30 years old,3,1,19,NA,NA,NA,NA,NA,NA,9,11,0.6087241399380345,NA,NA,NA,42
2020-08-20 08:23:19,2020-08-20 08:25:35,0,100,135,1,2020-08-20 08:25:36,R_2q3CRnT3PvS4cDX,anonymous,EN,1,1,28.417,28.417,60.481,1,1,2,3,3,3,2,3,3,3,2,4,3,3,1,20,"M-YOUNG-R_August+20,+2020_11.38.csv",M,YOUNG,NA,man under 30 years old,3,1,20,NA,NA,NA,NA,NA,NA,13,15,0.6087241399380345,NA,NA,NA,35
2020-08-21 01:57:10,2020-08-21 01:58:52,0,100,101,1,2020-08-21 01:58:52,R_b4wuXUYsgOi9dnj,anonymous,EN,1,1,0.83,0.83,31.466,1,1,1,1,3,1,1,3,1,3,3,2,2,3,2,21,"M-YOUNG-R_August+21,+2020_09.59.csv",M,YOUNG,NA,man under 30 years old,3,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,0.6442447821552749,26
2020-08-21 02:57:42,2020-08-21 03:02:24,0,100,282,1,2020-08-21 03:02:24,R_sGMnXVTFYzGRlVT,anonymous,EN,1,1,0,0,87.145,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,22,"M-YOUNG-R_August+21,+2020_09.59.csv",M,YOUNG,NA,man under 30 years old,3,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,0.6442447821552749,51
2020-08-21 03:52:36,2020-08-21 03:56:16,0,100,219,1,2020-08-21 03:56:16,R_w7YxlemVxb8VvR7,anonymous,EN,1,1,0,0,44.744,0,1,4,3,3,1,3,3,3,3,3,3,4,3,3,23,"M-YOUNG-R_August+21,+2020_09.59.csv",M,YOUNG,NA,man under 30 years old,3,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,0.6442447821552749,39
2020-08-21 05:26:31,2020-08-21 05:30:27,0,100,235,1,2020-08-21 05:30:27,R_2bEzf5Th5MuVDNv,anonymous,EN,1,1,0,0,98.121,0,1,0,3,1,2,0,1,3,1,1,3,1,3,1,24,"M-YOUNG-R_August+21,+2020_09.59.csv",M,YOUNG,NA,man under 30 years old,3,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,0.6442447821552749,20
